ticker,base,quote,exchange,price,ask,bid,volume
gnt-btc,gnt,btc,binance,5.36e-06,5.36e-06,5.33e-06,20570666.0
gnt-eth,gnt,eth,binance,0.00020755,0.00020878,0.00020755,1593776.0
gnt-bnb,gnt,bnb,binance,0.0,0.0,0.0,0.0
loom-btc,loom,btc,binance,2e-06,2.01e-06,2e-06,16021899.0
loom-eth,loom,eth,binance,7.755e-05,7.854e-05,7.757e-05,1537831.0
loom-bnb,loom,bnb,binance,0.000935,0.000941,0.00093,162993.0
xrp-usd,xrp,usd,binance,0.19529,0.19529,0.19528,85293164.9
bcn-btc,bcn,btc,binance,0.0,0.0,0.0,0.0
bcn-eth,bcn,eth,binance,0.0,0.0,7e-06,0.0
bcn-bnb,bcn,bnb,binance,0.0,0.0,0.0,0.0
rep-btc,rep,btc,binance,0.001356,0.001357,0.001356,16081.295
rep-eth,rep,eth,binance,0.05243,0.05302,0.05255,2035.785
rep-bnb,rep,bnb,binance,0.0,0.0,0.0,0.0
tusd-btc,tusd,btc,binance,0.0,0.0,0.0,0.0
tusd-eth,tusd,eth,binance,0.0,0.0,0.0,0.0
tusd-bnb,tusd,bnb,binance,0.0,0.0,0.0,0.0
zen-btc,zen,btc,binance,0.0008055,0.0008064,0.0008059,19342.85
zen-eth,zen,eth,binance,0.03135,0.03143,0.03122,1850.419
zen-bnb,zen,bnb,binance,0.3755,0.3775,0.3749,1608.23
sky-btc,sky,btc,binance,5.673e-05,5.685e-05,5.669e-05,209164.0
sky-eth,sky,eth,binance,0.00221,0.00221,0.00219,18330.042
sky-bnb,sky,bnb,binance,0.0,0.0,0.0,0.0
eos-usd,eos,usd,binance,2.7287,2.7292,2.7285,6026501.17
eos-bnb,eos,bnb,binance,0.168,0.1683,0.168,61539.61
cvc-btc,cvc,btc,binance,2.69e-06,2.7e-06,2.69e-06,3450376.0
cvc-eth,cvc,eth,binance,0.00010386,0.00010521,0.0001042,509840.0
cvc-bnb,cvc,bnb,binance,0.0,0.0,0.0,0.0
theta-btc,theta,btc,binance,1.405e-05,1.411e-05,1.405e-05,5860977.0
theta-eth,theta,eth,binance,0.00054686,0.00054686,0.00054357,390661.0
theta-bnb,theta,bnb,binance,0.006569,0.00657,0.006537,63680.0
xrp-bnb,xrp,bnb,binance,0.01206,0.01205,0.01204,947845.4
tusd-usd,tusd,usd,binance,0.9993,0.9993,0.999,3586416.52
iota-usd,iota,usd,binance,0.1715,0.1719,0.1716,10242314.12
xlm-usd,xlm,usd,binance,0.06249,0.06253,0.06249,118601716.0
iotx-btc,iotx,btc,binance,3.4e-07,3.4e-07,3.3e-07,31978397.0
iotx-eth,iotx,eth,binance,1.286e-05,1.295e-05,1.279e-05,3434996.0
qkc-btc,qkc,btc,binance,3.6e-07,3.7e-07,3.6e-07,166804218.0
qkc-eth,qkc,eth,binance,1.398e-05,1.411e-05,1.398e-05,13538310.0
agi-btc,agi,btc,binance,1.73e-06,1.74e-06,1.73e-06,5746892.0
agi-eth,agi,eth,binance,6.766e-05,6.77e-05,6.725e-05,1189885.0
agi-bnb,agi,bnb,binance,0.000772,0.0,0.0,79206.0
nxs-btc,nxs,btc,binance,2.175e-05,2.185e-05,2.176e-05,264107.0
nxs-eth,nxs,eth,binance,0.000846,0.000851,0.000835,13584.33
nxs-bnb,nxs,bnb,binance,0.0,0.0,0.0,0.0
enj-bnb,enj,bnb,binance,0.00918,0.009297,0.009206,879447.0
data-btc,data,btc,binance,6.16e-06,6.17e-06,6.16e-06,9162335.0
data-eth,data,eth,binance,0.00024038,0.00023999,0.00023847,654104.0
ont-usd,ont,usd,binance,0.4731,0.4734,0.4731,9479692.68
trx-bnb,trx,bnb,binance,0.000868,0.000869,0.000868,15075468.0
trx-usd,trx,usd,binance,0.01408,0.01408,0.01407,771144131.3
etc-usd,etc,usd,binance,5.7048,5.7071,5.7051,1212200.36
etc-bnb,etc,bnb,binance,0.3515,0.3525,0.3515,5313.82
icx-usd,icx,usd,binance,0.2841,0.2841,0.2838,13006419.11
sc-btc,sc,btc,binance,1.9e-07,2e-07,1.9e-07,68105141.0
sc-eth,sc,eth,binance,7.49e-06,7.52e-06,7.47e-06,19123700.0
sc-bnb,sc,bnb,binance,8.99e-05,9.03e-05,8.99e-05,8631617.0
npxs-btc,npxs,btc,binance,0.0,0.0,0.0,0.0
npxs-eth,npxs,eth,binance,6.2e-07,6.2e-07,6.1e-07,426481706.0
ven-usd,ven,usd,binance,0.0,0.0,0.0,0.0
key-btc,key,btc,binance,0.0,0.0,0.0,0.0
key-eth,key,eth,binance,3.34e-06,3.35e-06,3.34e-06,9804170.0
nas-btc,nas,btc,binance,3.63e-05,3.63e-05,3.62e-05,1623293.49
nas-eth,nas,eth,binance,0.001405,0.00141,0.001404,279175.64
nas-bnb,nas,bnb,binance,0.0,0.0,0.0,0.0
mft-btc,mft,btc,binance,0.0,0.0,0.0,0.0
mft-eth,mft,eth,binance,2.76e-06,2.8e-06,2.76e-06,12690540.0
mft-bnb,mft,bnb,binance,3.33e-05,3.37e-05,3.33e-05,11027101.0
dent-btc,dent,btc,binance,0.0,0.0,0.0,0.0
dent-eth,dent,eth,binance,6.3e-07,6.4e-07,6.3e-07,311697033.0
ardr-btc,ardr,btc,binance,4.89e-06,4.91e-06,4.89e-06,2407269.0
ardr-eth,ardr,eth,binance,0.0001887,0.0,0.0,10918.0
ardr-bnb,ardr,bnb,binance,0.0,0.0,0.0,0.0
nuls-usd,nuls,usd,binance,0.2128,0.213,0.2119,992489.24
hot-btc,hot,btc,binance,5e-08,5e-08,4e-08,86710298.0
hot-eth,hot,eth,binance,1.77e-06,1.78e-06,1.77e-06,176595399.0
vet-btc,vet,btc,binance,5.6e-07,5.6e-07,5.5e-07,632616998.0
vet-eth,vet,eth,binance,2.156e-05,2.159e-05,2.155e-05,48034440.0
vet-usd,vet,usd,binance,0.004199,0.0042,0.004198,1194972842.0
vet-bnb,vet,bnb,binance,0.000259,0.0002594,0.0002585,11006550.0
dock-btc,dock,btc,binance,6.2e-07,6.2e-07,6.1e-07,12745004.0
dock-eth,dock,eth,binance,2.374e-05,2.396e-05,2.366e-05,868666.0
poly-btc,poly,btc,binance,2.67e-06,2.67e-06,2.66e-06,5029902.0
poly-bnb,poly,bnb,binance,0.0,0.0,0.0,0.0
phx-btc,phx,btc,binance,0.0,0.0,0.0,0.0
phx-eth,phx,eth,binance,0.0,0.0,0.0,0.0
phx-bnb,phx,bnb,binance,0.0,0.0,0.0,0.0
hc-btc,hc,btc,binance,0.000142,0.000142,0.0001414,69389.4
hc-eth,hc,eth,binance,0.005509,0.005536,0.005488,21859.71
go-btc,go,btc,binance,9.7e-07,9.7e-07,9.6e-07,16323141.0
go-bnb,go,bnb,binance,0.0,0.0,0.0,0.0
pax-btc,pax,btc,binance,0.0,0.0,0.0,0.0
pax-bnb,pax,bnb,binance,0.0,0.0,0.0,0.0
pax-usd,pax,usd,binance,0.9992,0.9993,0.9991,3881562.01
pax-eth,pax,eth,binance,0.0,0.0,0.0,0.0
rvn-btc,rvn,btc,binance,2.47e-06,2.47e-06,2.46e-06,106102962.0
rvn-bnb,rvn,bnb,binance,0.001151,0.001152,0.00115,1583163.0
dcr-btc,dcr,btc,binance,0.001679,0.001679,0.001678,12911.701
dcr-bnb,dcr,bnb,binance,0.781,0.0,0.0,332.937
usdc-bnb,usdc,bnb,binance,0.0,0.0,0.0,0.0
mith-btc,mith,btc,binance,5e-07,5e-07,4.9e-07,33490672.0
mith-bnb,mith,bnb,binance,0.000232,0.000233,0.000231,6590892.0
bchabc-btc,bchabc,btc,binance,0.0,0.0,0.0,0.0
bchsv-btc,bchsv,btc,binance,0.0,0.0,0.0,0.0
bchabc-usd,bchabc,usd,binance,0.0,0.0,0.0,0.0
bchsv-usd,bchsv,usd,binance,0.0,0.0,0.0,0.0
ren-btc,ren,btc,binance,8.55e-06,8.56e-06,8.55e-06,8203853.0
ren-bnb,ren,bnb,binance,0.003979,0.004001,0.00398,289507.0
usdc-usd,usdc,usd,binance,0.9992,0.9992,0.9991,11121910.71
link-usd,link,usd,binance,3.8139,3.8164,3.8135,5495453.79
waves-usd,waves,usd,binance,1.0218,1.0218,1.0202,881827.95
btt-btc,btt,btc,binance,0.0,0.0,0.0,0.0
btt-bnb,btt,bnb,binance,1.523e-05,1.524e-05,1.521e-05,302360293.0
btt-usd,btt,usd,binance,0.0002468,0.000247,0.0002466,6059993059.0
usds-usd,usds,usd,binance,0.9965,0.9966,0.9965,20215.14
ong-bnb,ong,bnb,binance,0.00559,0.00559,0.00554,53142.4
ong-btc,ong,btc,binance,1.192e-05,1.192e-05,1.189e-05,1218179.0
ong-usd,ong,usd,binance,0.0901,0.0905,0.0901,1734391.82
hot-bnb,hot,bnb,binance,2.135e-05,2.138e-05,2.122e-05,47102625.0
hot-usd,hot,usd,binance,0.0003463,0.0003466,0.0003463,658372056.0
zil-usd,zil,usd,binance,0.00472,0.00474,0.00471,111321334.3
zrx-bnb,zrx,bnb,binance,0.0115,0.01155,0.01153,35203.0
zrx-usd,zrx,usd,binance,0.187,0.1873,0.187,2984717.49
fet-bnb,fet,bnb,binance,0.001181,0.001186,0.001181,6489041.0
fet-btc,fet,btc,binance,2.52e-06,2.53e-06,2.52e-06,154867839.0
fet-usd,fet,usd,binance,0.01912,0.01921,0.01913,108999386.9
bat-usd,bat,usd,binance,0.1859,0.1861,0.1859,20486930.99
xmr-bnb,xmr,bnb,binance,3.791,3.791,3.787,345.708
xmr-usd,xmr,usd,binance,61.4,61.41,61.38,44681.18045
zec-bnb,zec,bnb,binance,2.797,2.802,2.798,895.682
zec-usd,zec,usd,binance,45.38,45.38,45.34,112060.23622
iost-bnb,iost,bnb,binance,0.0002214,0.0002216,0.0002211,12879112.0
iost-usd,iost,usd,binance,0.003585,0.00359,0.003586,1275372932.0
celr-bnb,celr,bnb,binance,0.0001213,0.0001214,0.000121,44183322.0
celr-btc,celr,btc,binance,2.6e-07,2.6e-07,2.5e-07,291279224.0
celr-usd,celr,usd,binance,0.00196,0.00197,0.00196,227080375.3
dash-bnb,dash,bnb,binance,5.269,5.284,5.271,315.581
dash-usd,dash,usd,binance,85.59,85.61,85.57,64645.41701
nano-usd,nano,usd,binance,0.6009,0.6021,0.6009,362108.59
omg-bnb,omg,bnb,binance,0.0,0.0,0.0,0.0
omg-usd,omg,usd,binance,0.6263,0.6281,0.6263,308098.2
theta-usd,theta,usd,binance,0.1061,0.10692,0.1061,1921108.1
enj-usd,enj,usd,binance,0.14923,0.15003,0.14924,20368975.2
mith-usd,mith,usd,binance,0.00375,0.00377,0.00374,17065188.9
matic-bnb,matic,bnb,binance,0.0009426,0.0009469,0.0009433,4554902.0
matic-btc,matic,btc,binance,2.02e-06,2.03e-06,2.02e-06,432756615.0
matic-usd,matic,usd,binance,0.01534,0.01535,0.01534,429216175.2
atom-bnb,atom,bnb,binance,0.1774,0.1777,0.1769,110184.95
atom-btc,atom,btc,binance,0.0003799,0.00038,0.0003798,1522208.88
atom-usd,atom,usd,binance,2.873,2.874,2.871,4014738.547
phb-bnb,phb,bnb,binance,0.0,0.0,0.0,0.0
phb-btc,phb,btc,binance,2.6e-07,2.6e-07,2.5e-07,29723290.0
tfuel-bnb,tfuel,bnb,binance,0.0001093,0.0001098,0.0001095,1511325.0
tfuel-btc,tfuel,btc,binance,2.3e-07,2.4e-07,2.3e-07,2077876.0
tfuel-usd,tfuel,usd,binance,0.001777,0.001785,0.001777,8116590.0
one-bnb,one,bnb,binance,0.0001616,0.0001617,0.0001612,8918871.0
one-btc,one,btc,binance,3.5e-07,3.5e-07,3.4e-07,66653437.0
one-usd,one,usd,binance,0.00262,0.00262,0.00261,134798151.0
ftm-bnb,ftm,bnb,binance,0.000222,0.000223,0.000222,7934965.0
ftm-btc,ftm,btc,binance,4.8e-07,4.8e-07,4.7e-07,92391562.0
ftm-usd,ftm,usd,binance,0.00361,0.00363,0.0036,54294635.2
-btc,,btc,binance,0.0,0.0,0.0,0.0
algo-bnb,algo,bnb,binance,0.01338,0.01338,0.01336,756855.5
algo-btc,algo,btc,binance,2.867e-05,2.867e-05,2.862e-05,13391311.0
algo-usd,algo,usd,binance,0.2167,0.2167,0.2166,19192381.27
usdsb-usd,usdsb,usd,binance,0.0,0.0,0.0,0.0
gto-usd,gto,usd,binance,0.00522,0.00526,0.00522,8117798.6
erd-bnb,erd,bnb,binance,8.15e-05,8.195e-05,8.117e-05,87666219.0
erd-btc,erd,btc,binance,1.7e-07,1.8e-07,1.7e-07,832346474.0
erd-usd,erd,usd,binance,0.001318,0.0013202,0.0013182,717719781.0
doge-bnb,doge,bnb,binance,0.00012915,0.00012981,0.00012915,5424247.0
doge-btc,doge,btc,binance,2.8e-07,2.8e-07,2.7e-07,130808128.0
doge-usd,doge,usd,binance,0.0020978,0.0020978,0.0020944,78745570.0
dusk-bnb,dusk,bnb,binance,0.00118,0.0,0.0,264381.5
dusk-btc,dusk,btc,binance,2.78e-06,2.78e-06,2.77e-06,35143921.0
dusk-usd,dusk,usd,binance,0.021,0.021,0.0208,9551651.98
ankr-bnb,ankr,bnb,binance,8.72e-05,8.78e-05,8.66e-05,15532419.0
ankr-btc,ankr,btc,binance,1.9e-07,1.9e-07,1.8e-07,18940770.0
ankr-usd,ankr,usd,binance,0.001411,0.001411,0.001408,44323499.0
win-bnb,win,bnb,binance,5.47e-06,5.48e-06,5.46e-06,999477551.0
win-btc,win,btc,binance,0.0,0.0,0.0,0.0
win-usd,win,usd,binance,8.87e-05,8.88e-05,8.86e-05,8615004105.0
cos-bnb,cos,bnb,binance,0.000324,0.000326,0.000323,1152225.0
cos-btc,cos,btc,binance,6.9e-07,7e-07,6.9e-07,23938401.0
cos-usd,cos,usd,binance,0.00527,0.00527,0.00524,11740204.6
npxs-usd,npxs,usd,binance,0.0001187,0.0001191,0.0001188,495621826.0
cocos-bnb,cocos,bnb,binance,1.66e-05,1.67e-05,1.65e-05,98204598.0
cocos-btc,cocos,btc,binance,3e-08,0.0,0.0,30956222.0
cocos-usd,cocos,usd,binance,0.000269,0.00027,0.000269,1127876736.0
mtl-usd,mtl,usd,binance,0.3052,0.3058,0.3052,2397751.89
tomo-bnb,tomo,bnb,binance,0.02216,0.0222,0.02208,31557.9
tomo-btc,tomo,btc,binance,4.738e-05,4.753e-05,4.732e-05,2444519.0
tomo-usd,tomo,usd,binance,0.3581,0.3581,0.3576,1645425.59
perl-bnb,perl,bnb,binance,0.000871,0.000873,0.00087,4648228.0
perl-btc,perl,btc,binance,1.87e-06,1.87e-06,1.86e-06,39777508.0
perl-usd,perl,usd,binance,0.01417,0.01419,0.01412,36640090.5
dent-usd,dent,usd,binance,0.0001226,0.0001233,0.0001223,309668744.0
mft-usd,mft,usd,binance,0.000539,0.000543,0.000539,55440794.0
key-usd,key,usd,binance,0.000651,0.000654,0.000651,103265352.0
storm-usd,storm,usd,binance,0.001081,0.001081,0.001076,19186249.0
dock-usd,dock,usd,binance,0.004615,0.004641,0.004609,4494044.0
wan-usd,wan,usd,binance,0.1627,0.1628,0.1621,3107402.04
fun-usd,fun,usd,binance,0.001914,0.001911,0.001897,20958019.0
cvc-usd,cvc,usd,binance,0.02045,0.02051,0.02034,1897917.9
chz-bnb,chz,bnb,binance,0.0004238,0.0004255,0.0004222,1489746.0
chz-btc,chz,btc,binance,9.1e-07,9.1e-07,9e-07,119606911.0
chz-usd,chz,usd,binance,0.006867,0.006885,0.006867,38353938.0
band-bnb,band,bnb,binance,0.04738,0.04755,0.04735,324649.1
band-btc,band,btc,binance,0.00010183,0.00010185,0.00010171,3089596.0
band-usd,band,usd,binance,0.7697,0.7697,0.768,2123345.1
busd-usd,busd,usd,binance,0.9993,0.9993,0.9992,22721347.6
beam-bnb,beam,bnb,binance,0.01929,0.01938,0.0193,149319.0
beam-btc,beam,btc,binance,4.14e-05,4.15e-05,4.14e-05,1941149.0
beam-usd,beam,usd,binance,0.3125,0.3138,0.3129,2080490.85
xtz-bnb,xtz,bnb,binance,0.16954,0.16951,0.16902,97165.5
xtz-btc,xtz,btc,binance,0.0003626,0.0003628,0.0003623,2536641.14
xtz-usd,xtz,usd,binance,2.7414,2.7429,2.7407,9180315.96
ren-usd,ren,usd,binance,0.06499,0.06504,0.06465,2758496.4
rvn-usd,rvn,usd,binance,0.01869,0.01869,0.01867,61565677.8
hc-usd,hc,usd,binance,1.0723,1.0785,1.0717,116927.42
hbar-bnb,hbar,bnb,binance,0.002083,0.002083,0.002066,715477.0
hbar-btc,hbar,btc,binance,4.45e-06,4.45e-06,4.44e-06,21641473.0
hbar-usd,hbar,usd,binance,0.03357,0.03371,0.03356,22753717.8
nkn-bnb,nkn,bnb,binance,0.000997,0.001008,0.000997,975059.0
nkn-btc,nkn,btc,binance,2.14e-06,2.15e-06,2.14e-06,16000677.0
nkn-usd,nkn,usd,binance,0.01622,0.01622,0.01617,14173308.2
stx-bnb,stx,bnb,binance,0.00661,0.00661,0.00658,230003.0
stx-btc,stx,btc,binance,1.415e-05,1.414e-05,1.41e-05,3368054.0
stx-usd,stx,usd,binance,0.1067,0.107,0.1067,2909691.99
kava-bnb,kava,bnb,binance,0.035,0.03533,0.035,58337.6
kava-btc,kava,btc,binance,7.514e-05,7.534e-05,7.514e-05,2568336.0
kava-usd,kava,usd,binance,0.569,0.5693,0.5677,2623852.9
arpa-bnb,arpa,bnb,binance,0.000656,0.000662,0.000655,2319493.0
arpa-btc,arpa,btc,binance,1.4e-06,1.41e-06,1.4e-06,70894433.0
arpa-usd,arpa,usd,binance,0.01066,0.01067,0.01065,69874031.1
iotx-usd,iotx,usd,binance,0.002508,0.002509,0.002501,26088565.0
rlc-usd,rlc,usd,binance,0.3391,0.3406,0.339,546359.13
mco-usd,mco,usd,binance,5.141,5.155,5.12,13840.412
ctxc-bnb,ctxc,bnb,binance,0.0,0.0,0.0,0.0
ctxc-btc,ctxc,btc,binance,1.202e-05,1.204e-05,1.199e-05,1332449.0
ctxc-usd,ctxc,usd,binance,0.0911,0.0911,0.0907,810004.94
bch-bnb,bch,bnb,binance,14.901,14.912,14.868,256.093
bch-btc,bch,btc,binance,0.031914,0.031932,0.031916,15007.688
bch-usd,bch,usd,binance,241.45,241.54,241.48,76462.23949
troy-bnb,troy,bnb,binance,0.0001515,0.0001515,0.0001506,6523842.0
troy-btc,troy,btc,binance,3.3e-07,3.3e-07,3.2e-07,48429193.0
troy-usd,troy,usd,binance,0.0024289,0.002435,0.0024291,51681115.0
vite-bnb,vite,bnb,binance,0.0,0.0,0.0,0.0
vite-btc,vite,btc,binance,1.53e-06,1.53e-06,1.52e-06,7360408.0
vite-usd,vite,usd,binance,0.01152,0.01163,0.01152,3473022.0
ftt-bnb,ftt,bnb,binance,0.175,0.1767,0.1747,308.56
ftt-btc,ftt,btc,binance,0.0003761,0.0003762,0.0003752,39072.76
ftt-usd,ftt,usd,binance,2.845,2.845,2.838,33590.019
eur-usd,eur,usd,binance,1.0723,1.0748,1.0723,216903.09
ogn-bnb,ogn,bnb,binance,0.01406,0.01411,0.01402,58635.0
ogn-btc,ogn,btc,binance,3.016e-05,3.016e-05,3.012e-05,3764387.0
ogn-usd,ogn,usd,binance,0.2281,0.2283,0.2281,3563053.12
drep-bnb,drep,bnb,binance,0.0,0.0,0.0,0.0
drep-btc,drep,btc,binance,1.8e-07,1.8e-07,1.7e-07,44647011.0
drep-usd,drep,usd,binance,0.001286,0.00129,0.001286,23471627.0
bull-usd,bull,usd,binance,0.0,0.0,0.0,0.0
bear-usd,bear,usd,binance,0.0,0.0,0.0,0.0
ethbull-usd,ethbull,usd,binance,0.0,0.0,0.0,0.0
ethbear-usd,ethbear,usd,binance,0.0,0.0,0.0,0.0
tct-bnb,tct,bnb,binance,0.0,0.0,0.0,0.0
tct-btc,tct,btc,binance,8.3e-07,8.3e-07,8.2e-07,28698214.0
tct-usd,tct,usd,binance,0.006197,0.006228,0.006197,8113074.0
wrx-bnb,wrx,bnb,binance,0.008522,0.008549,0.008512,655977.0
wrx-btc,wrx,btc,binance,1.83e-05,1.83e-05,1.828e-05,11310177.0
wrx-usd,wrx,usd,binance,0.1384,0.13848,0.1384,17533704.5
bts-usd,bts,usd,binance,0.01768,0.01773,0.01761,1283993.7
lsk-usd,lsk,usd,binance,1.0588,1.0584,1.0532,131676.71
bnt-usd,bnt,usd,binance,0.2213,0.2213,0.2195,610190.37
lto-bnb,lto,bnb,binance,0.002668,0.002657,0.002631,144050.0
lto-btc,lto,btc,binance,5.66e-06,5.67e-06,5.66e-06,17545054.0
lto-usd,lto,usd,binance,0.04265,0.043,0.04275,6610096.3
eosbull-usd,eosbull,usd,binance,0.0,0.0,0.0,0.0
eosbear-usd,eosbear,usd,binance,0.0,0.0,0.0,0.0
xrpbull-usd,xrpbull,usd,binance,0.0,0.0,0.0,0.0
xrpbear-usd,xrpbear,usd,binance,0.0,0.0,0.0,0.0
strat-bnb,strat,bnb,binance,0.02001,0.02001,0.01982,28423.1
strat-usd,strat,usd,binance,0.3222,0.3248,0.3222,240891.21
aion-usd,aion,usd,binance,0.0859,0.0863,0.0859,51506342.68
mbl-bnb,mbl,bnb,binance,7.75e-05,7.87e-05,7.72e-05,279169.0
mbl-btc,mbl,btc,binance,1.6e-07,1.7e-07,1.6e-07,9283966.0
mbl-usd,mbl,usd,binance,0.001256,0.00126,0.001255,125552639.0
coti-bnb,coti,bnb,binance,0.00137,0.001376,0.001369,779180.0
coti-btc,coti,btc,binance,2.95e-06,2.94e-06,2.93e-06,30414968.0
coti-usd,coti,usd,binance,0.02217,0.02217,0.02216,14326357.9
bnbbull-usd,bnbbull,usd,binance,0.0,0.0,0.0,0.0
bnbbear-usd,bnbbear,usd,binance,0.0,0.0,0.0,0.0
stpt-bnb,stpt,bnb,binance,0.000721,0.000728,0.000725,661283.0
stpt-btc,stpt,btc,binance,1.54e-06,1.56e-06,1.55e-06,5461825.0
stpt-usd,stpt,usd,binance,0.01178,0.0118,0.01178,4259425.9
wtc-usd,wtc,usd,binance,0.2981,0.2988,0.2981,969832.89
data-usd,data,usd,binance,0.04651,0.04658,0.04653,2984674.0
xzc-usd,xzc,usd,binance,4.036,4.04,4.035,42438.58
sol-bnb,sol,bnb,binance,0.0388,0.03903,0.03879,191700.7
sol-btc,sol,btc,binance,8.343e-05,8.347e-05,8.32e-05,2930604.0
ctsi-btc,ctsi,btc,binance,6.86e-06,6.86e-06,6.85e-06,134826219.0
ctsi-usd,ctsi,usd,binance,0.05193,0.05205,0.05193,85968900.0
ctsi-bnb,ctsi,bnb,binance,0.003207,0.003206,0.003197,6366725.0
